source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,5,"[31, 19, 35, 30, 0]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-0']",0.14353127777576447
all,Unknown-all,5,"[31, 19, 35, 30, 1]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-1']",0.154823437333107
all,Unknown-all,5,"[31, 19, 35, 30, 2]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-2']",0.1524205207824707
all,Unknown-all,5,"[31, 19, 35, 30, 3]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-3']",0.15218377113342285
all,Unknown-all,5,"[31, 19, 35, 30, 4]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-4']",0.14969679713249207
all,Unknown-all,5,"[31, 19, 35, 30, 5]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-5']",0.14621131122112274
all,Unknown-all,5,"[31, 19, 35, 30, 6]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-6']",0.1462988406419754
all,Unknown-all,5,"[31, 19, 35, 30, 7]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-7']",0.14844340085983276
all,Unknown-all,5,"[31, 19, 35, 30, 8]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-8']",0.14486482739448547
all,Unknown-all,5,"[31, 19, 35, 30, 9]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-9']",0.15061819553375244
all,Unknown-all,5,"[31, 19, 35, 30, 10]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-10']",0.14457502961158752
all,Unknown-all,5,"[31, 19, 35, 30, 11]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-11']",0.15821707248687744
all,Unknown-all,5,"[31, 19, 35, 30, 12]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-12']",0.1447441130876541
all,Unknown-all,5,"[31, 19, 35, 30, 13]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-13']",0.1483643800020218
all,Unknown-all,5,"[31, 19, 35, 30, 14]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-14']",0.15791168808937073
all,Unknown-all,5,"[31, 19, 35, 30, 15]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-15']",0.15865537524223328
all,Unknown-all,5,"[31, 19, 35, 30, 16]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-16']",0.15727826952934265
all,Unknown-all,5,"[31, 19, 35, 30, 17]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-17']",0.168297678232193
all,Unknown-all,5,"[31, 19, 35, 30, 18]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-18']",0.15948936343193054
all,Unknown-all,5,"[31, 19, 35, 30, 20]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-20']",0.1646902859210968
all,Unknown-all,5,"[31, 19, 35, 30, 21]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-21']",0.1586686372756958
all,Unknown-all,5,"[31, 19, 35, 30, 22]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-22']",0.15307928621768951
all,Unknown-all,5,"[31, 19, 35, 30, 23]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-23']",0.16123701632022858
all,Unknown-all,5,"[31, 19, 35, 30, 24]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-24']",0.15254972875118256
all,Unknown-all,5,"[31, 19, 35, 30, 25]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-25']",0.1545799970626831
all,Unknown-all,5,"[31, 19, 35, 30, 26]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-26']",0.16087646782398224
all,Unknown-all,5,"[31, 19, 35, 30, 27]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-27']",0.15293234586715698
all,Unknown-all,5,"[31, 19, 35, 30, 28]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-28']",0.1520722508430481
all,Unknown-all,5,"[31, 19, 35, 30, 29]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-29']",0.1583409160375595
all,Unknown-all,5,"[31, 19, 35, 30, 32]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-32']",0.15112821757793427
all,Unknown-all,5,"[31, 19, 35, 30, 33]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-33']",0.15533217787742615
all,Unknown-all,5,"[31, 19, 35, 30, 34]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-34']",0.1627541482448578
all,Unknown-all,5,"[31, 19, 35, 30, 36]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-36']",0.16374021768569946
all,Unknown-all,5,"[31, 19, 35, 30, 37]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-37']",0.164166659116745
all,Unknown-all,5,"[31, 19, 35, 30, 38]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-38']",0.15633563697338104
all,Unknown-all,5,"[31, 19, 35, 30, 39]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-39']",0.15812383592128754
all,Unknown-all,5,"[31, 19, 35, 30, 40]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-40']",0.14714665710926056
all,Unknown-all,5,"[31, 19, 35, 30, 41]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-41']",0.16045451164245605
all,Unknown-all,5,"[31, 19, 35, 30, 42]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-42']",0.1580916941165924
all,Unknown-all,5,"[31, 19, 35, 30, 43]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-43']",0.1596715748310089
all,Unknown-all,5,"[31, 19, 35, 30, 44]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-44']",0.15439215302467346
all,Unknown-all,5,"[31, 19, 35, 30, 45]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-45']",0.14476628601551056
all,Unknown-all,5,"[31, 19, 35, 30, 46]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-46']",0.16071440279483795
all,Unknown-all,5,"[31, 19, 35, 30, 47]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-47']",0.15771731734275818
all,Unknown-all,5,"[31, 19, 35, 30, 48]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-48']",0.15611925721168518
all,Unknown-all,5,"[31, 19, 35, 30, 49]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-49']",0.14368881285190582
all,Unknown-all,5,"[31, 19, 35, 30, 50]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-50']",0.15570054948329926
all,Unknown-all,5,"[31, 19, 35, 30, 51]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-51']",0.14510297775268555
all,Unknown-all,5,"[31, 19, 35, 30, 52]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-52']",0.158358633518219
all,Unknown-all,5,"[31, 19, 35, 30, 53]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-53']",0.15739856660366058
all,Unknown-all,5,"[31, 19, 35, 30, 54]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-54']",0.15547922253608704
all,Unknown-all,5,"[31, 19, 35, 30, 55]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-55']",0.16138556599617004
all,Unknown-all,5,"[31, 19, 35, 30, 56]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-56']",0.16217076778411865
all,Unknown-all,5,"[31, 19, 35, 30, 57]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-57']",0.1625039130449295
all,Unknown-all,5,"[31, 19, 35, 30, 58]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-58']",0.1572158932685852
all,Unknown-all,5,"[31, 19, 35, 30, 59]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-59']",0.15870842337608337
all,Unknown-all,5,"[31, 19, 35, 30, 60]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-60']",0.15708130598068237
all,Unknown-all,5,"[31, 19, 35, 30, 61]","['Unknown-31', 'Unknown-19', 'Unknown-35', 'Unknown-30', 'Unknown-61']",0.15815667808055878
