source_domain_idx,source_domain_name,k,tgt_domains,tgt_domain_names,distance
all,Unknown-all,2,"[30, 0]","['Unknown-30', 'Unknown-0']",0.16154378652572632
all,Unknown-all,2,"[30, 1]","['Unknown-30', 'Unknown-1']",0.17309081554412842
all,Unknown-all,2,"[30, 2]","['Unknown-30', 'Unknown-2']",0.1731962114572525
all,Unknown-all,2,"[30, 3]","['Unknown-30', 'Unknown-3']",0.18003550171852112
all,Unknown-all,2,"[30, 4]","['Unknown-30', 'Unknown-4']",0.1786040961742401
all,Unknown-all,2,"[30, 5]","['Unknown-30', 'Unknown-5']",0.1644105315208435
all,Unknown-all,2,"[30, 6]","['Unknown-30', 'Unknown-6']",0.1674915850162506
all,Unknown-all,2,"[30, 7]","['Unknown-30', 'Unknown-7']",0.166258305311203
all,Unknown-all,2,"[30, 8]","['Unknown-30', 'Unknown-8']",0.16436371207237244
all,Unknown-all,2,"[30, 9]","['Unknown-30', 'Unknown-9']",0.1679101139307022
all,Unknown-all,2,"[30, 10]","['Unknown-30', 'Unknown-10']",0.17053428292274475
all,Unknown-all,2,"[30, 11]","['Unknown-30', 'Unknown-11']",0.18184751272201538
all,Unknown-all,2,"[30, 12]","['Unknown-30', 'Unknown-12']",0.15870186686515808
all,Unknown-all,2,"[30, 13]","['Unknown-30', 'Unknown-13']",0.16584573686122894
all,Unknown-all,2,"[30, 14]","['Unknown-30', 'Unknown-14']",0.17823247611522675
all,Unknown-all,2,"[30, 15]","['Unknown-30', 'Unknown-15']",0.1796039491891861
all,Unknown-all,2,"[30, 16]","['Unknown-30', 'Unknown-16']",0.17977303266525269
all,Unknown-all,2,"[30, 17]","['Unknown-30', 'Unknown-17']",0.20054541528224945
all,Unknown-all,2,"[30, 18]","['Unknown-30', 'Unknown-18']",0.18796023726463318
all,Unknown-all,2,"[30, 19]","['Unknown-30', 'Unknown-19']",0.17313247919082642
all,Unknown-all,2,"[30, 20]","['Unknown-30', 'Unknown-20']",0.1804269403219223
all,Unknown-all,2,"[30, 21]","['Unknown-30', 'Unknown-21']",0.17988339066505432
all,Unknown-all,2,"[30, 22]","['Unknown-30', 'Unknown-22']",0.17146684229373932
all,Unknown-all,2,"[30, 23]","['Unknown-30', 'Unknown-23']",0.1806824505329132
all,Unknown-all,2,"[30, 24]","['Unknown-30', 'Unknown-24']",0.17858050763607025
all,Unknown-all,2,"[30, 25]","['Unknown-30', 'Unknown-25']",0.17448905110359192
all,Unknown-all,2,"[30, 26]","['Unknown-30', 'Unknown-26']",0.1849888563156128
all,Unknown-all,2,"[30, 27]","['Unknown-30', 'Unknown-27']",0.1746319979429245
all,Unknown-all,2,"[30, 28]","['Unknown-30', 'Unknown-28']",0.1769447922706604
all,Unknown-all,2,"[30, 29]","['Unknown-30', 'Unknown-29']",0.18116766214370728
all,Unknown-all,2,"[30, 31]","['Unknown-30', 'Unknown-31']",0.1691713184118271
all,Unknown-all,2,"[30, 32]","['Unknown-30', 'Unknown-32']",0.15960346162319183
all,Unknown-all,2,"[30, 33]","['Unknown-30', 'Unknown-33']",0.17604154348373413
all,Unknown-all,2,"[30, 34]","['Unknown-30', 'Unknown-34']",0.19387584924697876
all,Unknown-all,2,"[30, 35]","['Unknown-30', 'Unknown-35']",0.15723776817321777
all,Unknown-all,2,"[30, 36]","['Unknown-30', 'Unknown-36']",0.18878485262393951
all,Unknown-all,2,"[30, 37]","['Unknown-30', 'Unknown-37']",0.18267616629600525
all,Unknown-all,2,"[30, 38]","['Unknown-30', 'Unknown-38']",0.1773395985364914
all,Unknown-all,2,"[30, 39]","['Unknown-30', 'Unknown-39']",0.17711567878723145
all,Unknown-all,2,"[30, 40]","['Unknown-30', 'Unknown-40']",0.17180806398391724
all,Unknown-all,2,"[30, 41]","['Unknown-30', 'Unknown-41']",0.17549395561218262
all,Unknown-all,2,"[30, 42]","['Unknown-30', 'Unknown-42']",0.17892494797706604
all,Unknown-all,2,"[30, 43]","['Unknown-30', 'Unknown-43']",0.1853635013103485
all,Unknown-all,2,"[30, 44]","['Unknown-30', 'Unknown-44']",0.174264058470726
all,Unknown-all,2,"[30, 45]","['Unknown-30', 'Unknown-45']",0.16020169854164124
all,Unknown-all,2,"[30, 46]","['Unknown-30', 'Unknown-46']",0.1826578676700592
all,Unknown-all,2,"[30, 47]","['Unknown-30', 'Unknown-47']",0.18145398795604706
all,Unknown-all,2,"[30, 48]","['Unknown-30', 'Unknown-48']",0.17579877376556396
all,Unknown-all,2,"[30, 49]","['Unknown-30', 'Unknown-49']",0.16142527759075165
all,Unknown-all,2,"[30, 50]","['Unknown-30', 'Unknown-50']",0.17495380342006683
all,Unknown-all,2,"[30, 51]","['Unknown-30', 'Unknown-51']",0.16646531224250793
all,Unknown-all,2,"[30, 52]","['Unknown-30', 'Unknown-52']",0.1775839477777481
all,Unknown-all,2,"[30, 53]","['Unknown-30', 'Unknown-53']",0.18140092492103577
all,Unknown-all,2,"[30, 54]","['Unknown-30', 'Unknown-54']",0.17937393486499786
all,Unknown-all,2,"[30, 55]","['Unknown-30', 'Unknown-55']",0.18051664531230927
all,Unknown-all,2,"[30, 56]","['Unknown-30', 'Unknown-56']",0.17550364136695862
all,Unknown-all,2,"[30, 57]","['Unknown-30', 'Unknown-57']",0.17448866367340088
all,Unknown-all,2,"[30, 58]","['Unknown-30', 'Unknown-58']",0.18467067182064056
all,Unknown-all,2,"[30, 59]","['Unknown-30', 'Unknown-59']",0.18190592527389526
all,Unknown-all,2,"[30, 60]","['Unknown-30', 'Unknown-60']",0.18110913038253784
all,Unknown-all,2,"[30, 61]","['Unknown-30', 'Unknown-61']",0.1788739711046219
